id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Estimated_Retail,ROI,Final_Offers
8675,1.07,AGSL,SI2,L, ,61.6,,6.64x6.59x4.08,Excellent,Botswana,Round,Good,,2,,3668.622619047619,0.0,5049.55,inf,0.0
8676,1.01,AGSL,VS2,J, ,60.7,,6.47x6.5x3.94, ,Australia,Round, ,61.0,1,,6316.121666666668,6316.121666666668,9068.910833333332,0.4358353609928872,6316.121666666668
8677,0.91,AGSL,SI2,F, ,62.0,,6.18x6.2x3.84,Good,Russia,Round,Good,58.0,1,,4932.716666666666,0.0,7750.1475,inf,0.0
8678,1.46,AGSL,VS2,M, ,,,7.29x7.33x4.49, ,Botswana,Oval, ,57.0,3,,8553.45,8553.45,13515.65,0.580140177355336,8553.45
8679,1.01,AGSL,SI2,I, ,64.3,,6.25x6.32x4.04, ,Canada,Round, ,59.0,2,,4982.462090548342,0.0,8433.828894300148,inf,0.0
8680,1.05,GemEx,SI1,K, ,,,6.54x6.51x4.03,Excellent,Australia,Round,Excellent,57.0,1,,5299.65,5299.65,7806.55,0.47303123791193774,5299.65
8681,1.02,AGSL,SI1,K,Good,64.0,,6.23x6.27x4,Very good,DR Congo,Oval ,Excellent,59.0,3,,0.0,0.0,3586.151666666666,inf,0.0
8682,1.01,AGSL,SI1,I, ,61.4,False,6.45x6.42x3.95,Excellent,Canada,Round,Excellent,61.0,1,,5455.573869047619,5455.573869047619,9107.59,0.6694100783186562,5455.573869047619
8683,1.04,GemEx,SI1,J, ,62.7,,6.44x6.49x4.05, ,Australia,Round, ,57.0,4,,5467.9333333333325,5467.9333333333325,9048.903333333334,0.654903741815921,5467.9333333333325
8684,1.01,AGSL,SI2,J,Good,64.0,,6.24x6.26x4,Very good,Canada,Round,Very good,61.0,2,,5119.312222222221,5119.312222222221,8696.900753968255,0.6988416366199001,5119.312222222221
8685,1.01,AGSL,SI2,F, ,62.8,,6.41x6.37x4.01,Excellent,Botswana,Round,Very good,57.0,2,,5105.7575,5105.7575,8953.779166666665,0.7536632256167015,5105.7575
8686,1.02,AGSL,SI1,I, ,,,6.53x6.5x3.93,Excellent,DR Congo,Round,Excellent,59.0,1,,0.0,0.0,4786.535,inf,0.0
8687,1.03,AGSL,SI2,I, ,61.8,,6.46x6.51x4.01, ,Canada,ROUND, ,,2,,5249.176190476191,5249.176190476191,8513.294285714284,0.6218343558671788,5249.176190476191
8688,0.9,,VS1,H, ,61.0,,6.2x6.12x3.76,Very good,Russia,Round,Good,56.0,1,,5311.860952380952,5311.860952380952,8838.250952380953,0.6638709167301069,5311.860952380952
8689,1.01,GemEx,SI2,G, ,60.2,,6.52x6.49x3.92,Very good,Canada,Pear,Excellent,,3,,4694.4820254745255,0.0,9167.444047619048,inf,0.0
8690,1.0,GemEx,SI1,I, ,65.2,,6.21x6.15x4.02,Very good,Other/Unknown,Princess,Very good,57.0,3,,6516.199087301587,6516.199087301587,9989.762142857142,0.5330658270286194,6516.199087301587
8691,1.22,AGSL,SI2,K, ,62.5,,6.8x6.85x4.27, ,Angola,Round, ,56.0,3,,0.0,0.0,9083.45,inf,0.0
8692,1.1,AGSL,SI1,J, ,60.5,False,6.69x6.66x4.04,Excellent,Russia,Round,Excellent,59.0,2,,6231.9125,6231.9125,10216.3,0.6393522855142781,6231.9125
8693,1.0,,VS2,J, ,61.4,,6.42x6.47x3.96, ,Canada,Pear, ,,1,,5809.903392857143,5809.903392857143,7684.093333333334,0.3225853880428325,5809.903392857143
8694,1.3,,SI1,L, ,59.6,,7.13x7.09x4.24,Excellent,Botswana,Radiant,Excellent,60.0,2,,5313.083333333332,5313.083333333332,8992.8125,0.6925788540866105,5313.083333333332
8695,0.9,AGSL,VVS2,H, ,62.1,,6.2x6.11x3.82,Excellent,Russia,Round,Good,,2,,5468.680833333334,5468.680833333334,8323.853452380954,0.5220953107455902,5468.680833333334
8696,1.51,AGSL,VS2,M, ,63.1,,7.26x7.24x4.57,Excellent,Canada,ROUND,Excellent,56.0,3,,8772.841666666667,8772.841666666667,16001.938194444445,0.8240313461082387,8772.841666666667
8697,1.01,AGSL,SI1,J,Good,65.3,,6.15x6.2x4.03,Very good,Russia,Asscher,Very good,,1,,5261.18365079365,5261.18365079365,8224.665277777776,0.5632727963292226,5261.18365079365
8698,1.01,AGSL,SI2,H, ,59.1,,6.57x6.54x3.88,Excellent,Botswana,Marquise,Excellent,61.0,1,,5193.383926767676,5193.383926767676,8718.967083333331,0.6788604898617523,5193.383926767676
8699,1.01,AGSL,SI2,H, ,60.3,,6.52x6.5x3.93,Excellent,Botswana,Emerald,Excellent,59.0,4,,5193.383926767676,5193.383926767676,8718.967083333331,0.6788604898617523,5193.383926767676
8700,1.13,AGSL,VVS2,K, ,59.8,,6.75x6.77x4.04, ,Botswana,Marquise, ,61.0,1,,6148.4333333333325,6148.4333333333325,9876.975,0.6064214190064681,6148.4333333333325
8701,1.2,AGSL,SI2,K, ,61.2,,6.81x6.82x4.17, ,Australia,Round, ,,2,,5600.525,5600.525,9019.096666666666,0.6104020010028822,5600.525
8702,1.12,AGSL,SI2,I, ,,,6.54x6.59x4.08, ,Russia,Round, ,,1,,5842.1475,5842.1475,9206.528571428573,0.5758808847993949,5842.1475
8703,0.9,AGSL,VS2,G, ,60.8,,6.25x6.23x3.8,Excellent,DR Congo,Round,Excellent,60.0,1,,0.0,0.0,4403.674166666667,inf,0.0
8704,1.01,AGSL,VS2,J, ,60.0,,6.51x6.52x3.91, ,Zimbabwe,Round, ,62.0,2,,0.0,0.0,3982.9208333333336,inf,0.0
8705,1.04,AGSL,SI1,J, ,62.4,,6.45x6.48x4.03, ,Botswana,Round, ,57.0,2,,5500.5575,5500.5575,8319.204166666668,0.5124292704269828,5500.5575
8706,0.9,AGSL,SI1,G,Excellent,62.3,,6.15x6.2x3.85,Excellent,Canada,Marquise,Excellent,,1,,5001.828333333333,5001.828333333333,8189.443333333333,0.6372899643030532,5001.828333333333
8707,0.9,AGSL,SI1,G,Very good,61.5,,6.14x6.17x3.79,Excellent,Russia,Asscher,Good,57.0,1,,4809.471666666666,0.0,7896.897499999999,inf,0.0
8708,1.02,AGSL,SI2,H, ,60.2,,6.55x6.53x3.93,Excellent,Australia,Round,Excellent,59.0,2,,5032.829821428571,5032.829821428571,8255.137261904762,0.6402575796933139,5032.829821428571
8709,1.01,AGSL,VVS1,L, ,62.0,,6.39x6.42x3.97,Excellent,Russia,Round,Excellent,60.0,3,,4654.9,0.0,7962.6,inf,0.0
8710,1.09,AGSL,VS2,J, ,59.7,,6.7x6.67x3.99,Excellent,Angola,Pear,Excellent,60.0,1,,0.0,0.0,9334.416666666666,inf,0.0
8711,1.0,AGSL,SI2,H, ,59.8,,6.44x6.49x3.87,Very good,Russia,Round,Very good,64.0,2,,5521.857488275613,5521.857488275613,9300.395277777776,0.6842874517361257,5521.857488275613
8712,1.1,AGSL,SI2,I, ,62.5,,6.57x6.6x4.12, ,Russia,Round, ,55.0,1,,5444.805,5444.805,9051.190833333334,0.6623535339343344,5444.805
8713,1.07,AGSL,I1,H, ,64.1,,6.42x6.47x4.13,Excellent,Russia,Round,Excellent,,3,,4946.75,0.0,7997.6375,inf,0.0
8714,0.72,AGSL,VVS1,G, ,62.8,,5.75x5.72x3.6,Excellent,Australia,Asscher,Very good,57.0,3,,3893.188333333333,0.0,6171.725,inf,0.0
8715,0.9,,VS1,H, ,63.1,,6.02x6.12x3.83, ,Other/Unknown,Round, ,57.0,1,,5736.758333333332,5736.758333333332,8923.444166666666,0.555485458541482,5736.758333333332
8716,1.05,GemEx,SI2,J, ,62.5,,6.49x6.54x4.08, ,Botswana,Oval, ,57.0,3,,5819.211666666667,5819.211666666667,9657.208928571428,0.6595390375451361,5819.211666666667
8717,0.9,GemEx,VS2,F, ,62.0,,6.16x6.2x3.83, ,Botswana,Round, ,56.0,2,,6783.391666666667,6783.391666666667,10200.075,0.5036836292562594,6783.391666666667
8718,1.19,AGSL,VVS2,K, ,59.2,,6.91x6.93x4.1,Excellent,Russia,Oval,Excellent,61.0,3,,6463.3,6463.3,10726.22,0.6595578110253275,6463.3
8719,1.22,AGSL,VS2,K, ,61.8,False,6.89x6.87x4.25,Excellent,Australia,Round,Excellent,,2,,6263.866666666666,6263.866666666666,9578.05,0.5290954469018073,6263.866666666666
8720,0.8,AGSL,VS2,D, ,61.1,,5.96x6.01x3.66,Very good,Australia,Round,Very good,,1,,6459.975833333333,6459.975833333333,9425.449166666665,0.45905331689192325,6459.975833333333
8721,1.01,AGSL,SI2,K, ,62.2,,6.3x6.26x3.91,Very good,DR Congo,Round,Very good,60.0,2,,0.0,0.0,5176.936904761904,inf,0.0
8722,1.07,AGSL,SI2,H, ,62.4,,6.56x6.54x4.09,Excellent,Canada,Round,Excellent,,3,,5631.175,5631.175,9503.725,0.6876983933193339,5631.175
8723,1.02,AGSL,SI2,I,Good,61.2,,6.29x6.32x3.86,Very good,DR Congo,Round,Very good,61.0,4,,0.0,0.0,8045.727332251083,inf,0.0
8724,1.01,,SI1,I, ,,,6.43x6.4x4,Excellent,Canada,Radiant,Excellent,,3,,5455.573869047619,5455.573869047619,9107.59,0.6694100783186562,5455.573869047619
8725,1.03,AGSL,SI1,J, ,62.5,,6.43x6.47x4.03, ,DR Congo,Princess, ,57.0,4,,0.0,0.0,4778.561666666667,inf,0.0
8726,1.16,AGSL,SI2,I, ,61.6,,6.72x6.77x4.15, ,DR Congo,Princess, ,,1,,0.0,0.0,6840.443333333334,inf,0.0
8727,1.16,AGSL,VVS1,K, ,,,6.76x6.79x4.13, ,Canada,Round, ,,2,,5529.233333333333,5529.233333333333,9608.033333333333,0.737679123688034,5529.233333333333
8728,1.12,AGSL,VS2,J, ,61.6,,6.64x6.68x4.1, ,Russia,Round, ,59.0,2,,7177.55,7177.55,10573.2,0.4730931863936859,7177.55
8729,1.01,AGSL,VS2,I, ,,,6.5x6.46x3.94,Excellent,Botswana,Round,Very good,63.0,1,,6644.245833333333,6644.245833333333,10563.247023809525,0.5898338635838943,6644.245833333333
8730,1.01,AGSL,SI2,H, ,60.8,,6.45x6.46x3.93, ,Russia,Round, ,59.0,3,,5609.363547826657,5609.363547826657,9451.832270789928,0.6850097502509054,5609.363547826657
8731,0.9,AGSL,VS1,G, ,62.7,,6.15x6.05x3.82,Excellent,Australia,Round,Good,61.0,1,,5945.811785714286,5945.811785714286,8916.9525,0.49970312235989867,5945.811785714286
8732,1.21,AGSL,SI1,L,Very good,62.1,,6.8x6.83x4.23,Very good,Russia,Asscher,Good,58.0,4,,5448.566666666667,5448.566666666667,8336.85,0.5300996592375977,5448.566666666667
8733,1.04,AGSL,SI2,G, ,62.4,,6.5x6.46x4.04,Excellent,Russia,Emerald,Excellent,57.0,1,,6658.382499999999,6658.382499999999,10791.0075,0.6206650038504099,6658.382499999999
8734,1.26,AGSL,SI2,K, ,60.4,,6.95x7x4.21, ,Other/Unknown,Round, ,59.0,1,,5684.45,5684.45,9486.2,0.6687982126678924,5684.45
8735,1.2,AGSL,SI2,J, ,62.7,,6.77x6.69x4.22,Excellent,DR Congo,Round,Very good,56.0,2,,0.0,0.0,9627.815833333332,inf,0.0
8736,1.17,AGSL,SI2,I, ,56.7,False,6.99x7.07x3.98,Good,South Africa,Round,Good,63.0,1,,6110.013333333333,6110.013333333333,8177.25,0.33833586833416623,6110.013333333333
8737,0.9,,SI1,D, ,63.8,,6.09x6.03x3.87,Excellent,Angola,Oval ,Very good,57.0,3,,0.0,0.0,9380.297261904761,inf,0.0
8738,1.0,AGSL,SI1,G, ,64.9,,6.28x6.23x4.06,Excellent,Russia,Round,Very good,,4,,6857.451904761904,6857.451904761904,8682.279523809524,0.2661087010731254,6857.451904761904
8739,1.16,,SI2,J, ,61.8,,6.69x6.74x4.15, ,Russia,Round, ,,2,,6184.469563492063,6184.469563492063,10367.65,0.6764008446580345,6184.469563492063
8740,1.04,AGSL,SI1,I, ,62.2,,6.49x6.51x4.05, ,Canada,Round, ,,3,,7484.072023809523,7484.072023809523,11425.802976190476,0.5266826588307663,7484.072023809523
8741,1.11,AGSL,SI2,I, ,61.1,,6.63x6.68x4.06, ,Russia,Round, ,,4,,5621.800000000001,5621.800000000001,8936.425,0.5896020847415414,5621.800000000001
8742,1.11,AGSL,SI2,H, ,59.8,,6.76x6.74x4.03,Excellent,Russia,Princess,Excellent,60.0,2,,6300.308809523808,6300.308809523808,8864.829166666666,0.40704677098783204,6300.308809523808
8743,1.05,GemEx,SI2,K, ,63.0,,6.44x6.43x4.06,Excellent,Canada,Emerald,Very good,58.0,1,,4604.2,0.0,7280.6,inf,0.0
8744,0.9,AGSL,VS1,G, ,,,6.15x6.13x3.8,Very good,Russia,Round,Good,56.0,1,,6214.399166666667,6214.399166666667,8892.439166666667,0.43094109795275193,6214.399166666667
8745,1.05,AGSL,SI1,I, ,62.4,,6.52x6.48x4.05,Excellent,Other/Unknown,Pear,Excellent,57.0,3,,6798.391190476189,6798.391190476189,10980.007142857143,0.6150890461023993,6798.391190476189
8746,1.12,AGSL,SI2,I, ,60.6,,6.75x6.8x4.11, ,Russia,Emerald, ,55.0,4,,5842.1475,5842.1475,9206.528571428573,0.5758808847993949,5842.1475
8747,1.01,AGSL,SI1,I, ,59.5,,6.53x6.54x3.89, ,Russia,Emerald, ,,1,,5386.697261349763,5386.697261349763,9601.871646964151,0.7825155528711072,5386.697261349763
8748,1.0,AGSL,SI1,F, ,60.4,,6.35x6.49x3.88, ,Russia,Round, ,52.0,1,,7475.610714285714,7475.610714285714,11742.073452380953,0.5707176177515679,7475.610714285714
8749,1.04,AGSL,SI2,G, ,62.1,,6.47x6.49x4.02,Excellent,Angola,Round,Excellent,57.0,2,,0.0,0.0,11128.655952380952,inf,0.0
8750,1.27,AGSL,VS2,K, ,,,6.88x6.93x4.31, ,Russia,Asscher, ,56.0,1,,7009.141666666666,7009.141666666666,11790.125,0.6821068200219476,7009.141666666666
8751,1.33,AGSL,SI1,L, ,,,7.04x7.08x4.32, ,Botswana,Round, ,,2,,5718.15,5718.15,9548.975,0.6699413271774964,5718.15
8752,0.9,AGSL,VS2,G, ,62.0,True,6.16x6.17x3.82, ,Zimbabwe,Marquise, ,57.0,3,,0.0,0.0,9737.020833333334,inf,0.0
8753,1.3,AGSL,SI2,K, ,61.7,,6.97x6.99x4.3, ,Australia,Round, ,59.0,2,,5636.1,5636.1,9780.75,0.7353755256294245,5636.1
8754,1.02,AGSL,SI1,I, ,62.3,,6.4x6.44x4, ,Canada,Round, ,58.0,1,,6216.583452380952,6216.583452380952,9561.047261904763,0.537990655983695,6216.583452380952
8755,1.05,AGSL,VS2,J, ,62.1,,6.46x6.48x4.02,Excellent,Canada,Round,Excellent,57.0,1,,5854.0,5854.0,9297.8,0.5882815169115134,5854.0
8756,1.0,AGSL,SI1,K, ,60.7,,6.42x6.38x3.89,Very good,DR Congo,Oval,Very good,62.0,3,,0.0,0.0,3411.0483333333336,inf,0.0
8757,1.3,AGSL,VS2,K, ,59.9,,7.12x7.08x4.25,Excellent,Australia,Round,Excellent,59.0,4,,6605.4591666666665,6605.4591666666665,11051.95,0.6731539354253825,6605.4591666666665
8758,1.0,AGSL,IF,J, ,,,6.42x6.48x3.97,Excellent,Russia,Round,Excellent,58.0,2,,6056.56125,6056.56125,8625.703412698413,0.4241915596409453,6056.56125
8759,1.07,AGSL,SI2,I, ,60.7,,6.62x6.64x4.02, ,Australia,Round, ,,3,,5706.643333333333,5706.643333333333,9755.366666666667,0.7094754476215732,5706.643333333333
8760,1.17,AGSL,SI2,G, ,,False,6.71x6.72x4.18, ,South Africa,Round, ,,3,,7182.542222222222,7182.542222222222,11199.315,0.559241095074972,7182.542222222222
8761,1.04,AGSL,VS2,H, ,66.1,,6.2x6.24x4.11, ,Russia,Princess, ,56.0,3,,8122.241547619047,8122.241547619047,12200.234166666667,0.5020772400253279,8122.241547619047
8762,0.91,,VS1,F, ,,,6.08x6.04x3.9,Excellent,Botswana,Radiant,Very good,56.0,1,,6772.9958333333325,6772.9958333333325,8535.429166666667,0.26021473756997016,6772.9958333333325
8763,0.9,AGSL,VVS2,G, ,62.8,,6.14x6.12x3.85,Excellent,South Africa,Round,Very good,56.0,1,,6331.416666666668,6331.416666666668,9969.453333333333,0.5746007344327885,6331.416666666668
8764,1.08,AGSL,VS2,J, ,61.8,,6.57x6.6x4.07, ,Australia,Marquise, ,58.0,2,,5799.4,5799.4,9723.7,0.6766734489774806,5799.4
8765,1.11,AGSL,SI1,I, ,60.3,,6.72x6.68x4.04,Excellent,Russia,Round,Excellent,59.0,3,,8782.25,8782.25,12535.48,0.42736542457798393,8782.25
8766,1.21,AGSL,VS1,K, ,61.9,False,6.82x6.83x4.23, ,DR Congo,Asscher, ,57.0,1,,0.0,0.0,5959.55,inf,0.0
8767,1.08,AGSL,SI1,I, ,60.3,,6.67x6.64x4.02,Excellent,Angola,Round,Excellent,,4,,0.0,0.0,9536.6,inf,0.0
8768,1.08,AGSL,VS1,J, ,,,6.53x6.57x4.11, ,Angola,Round, ,,4,,0.0,0.0,9557.8,inf,0.0
8769,0.9,AGSL,VS1,H, ,62.9,,6.12x6.16x3.86, ,Angola,Oval , ,56.0,2,,0.0,0.0,3637.816666666667,inf,0.0
8770,1.2,AGSL,VS2,J, ,61.3,,6.83x6.77x4.17,Excellent,Australia,Round,Very good,63.0,3,,7021.354166666666,7021.354166666666,11249.525,0.6021873748238262,7021.354166666666
8771,1.2,AGSL,SI1,J, ,61.4,,6.84x6.8x4.19,Very good,Australia,Marquise,Very good,56.0,3,,6991.778809523809,6991.778809523809,11155.010416666668,0.5954466982668184,6991.778809523809
8772,1.2,AGSL,SI1,J, ,61.6,False,6.81x6.79x4.19,Excellent,South Africa,Round,Excellent,57.0,2,,6881.103333333335,6881.103333333335,10598.134166666667,0.5401794818757258,6881.103333333335
8773,1.11,AGSL,IF,K, ,61.7,,6.61x6.71x4.11,Excellent,Russia,Round,Very good,56.0,1,,5474.85,5474.85,9682.3,0.7685050731983523,5474.85
8774,1.24,AGSL,VS2,L,Excellent,61.9,,6.9x6.92x4.28,Very good,Australia,Emerald,Very good,58.0,4,,5565.615000000002,5565.615000000002,7690.99,0.3818760370596956,5565.615000000002
8775,1.05,AGSL,SI2,G, ,59.9,,6.6x6.62x3.96,Excellent,Australia,Emerald,Excellent,,2,,6901.615000000002,6901.615000000002,12349.07,0.789301489578888,6901.615000000002
8776,1.14,AGSL,SI2,I, ,61.9,,6.67x6.71x4.14, ,Russia,Pear, ,,1,,6054.805714285716,6054.805714285716,10540.446904761906,0.7408398224723813,6054.805714285716
8777,1.21,,VS2,J, ,63.3,,6.75x6.72x4.27,Very good,South Africa,Round,Excellent,59.0,2,,7666.6,7666.6,11640.175000000003,0.518296898233898,7666.6
8778,1.11,AGSL,SI1,J, ,62.1,False,6.6x6.64x4.11,Excellent,Angola,Round,Excellent,60.0,1,,0.0,0.0,9220.6,inf,0.0
8779,1.0,AGSL,SI2,F, ,62.3,,6.34x6.37x3.95,Very good,DR Congo,Oval,Excellent,,2,,0.0,0.0,8200.971666666665,inf,0.0
8780,1.12,AGSL,SI2,G, ,61.7,,6.66x6.7x4.12, ,Botswana,Emerald, ,56.0,3,,6846.575,6846.575,10732.275,0.567539244074592,6846.575
8781,1.03,GemEx,VVS1,J, ,61.6,False,6.5x6.51x4.01, ,Canada,Marquise, ,59.0,3,,5778.670238095237,5778.670238095237,8851.125,0.5316888895389718,5778.670238095237
8782,1.0,AGSL,VS2,K, ,62.7,,6.25x6.2x3.9,Excellent,Russia,Round,Very good,60.0,4,,3744.9266666666663,0.0,5999.743333333333,inf,0.0
8783,1.01,AGSL,SI2,F, ,59.8,,6.52x6.54x3.91,Excellent,Australia,Round,Excellent,60.0,1,,6941.518075396825,6941.518075396825,11527.915,0.6607195824871471,6941.518075396825
8784,1.7,AGSL,SI2,M, ,,,7.66x7.61x4.7,Very good,Australia,Princess,Excellent,61.0,3,,9261.1,9261.1,14687.066666666668,0.5858879254804146,9261.1
8785,1.01,AGSL,SI1,H, ,62.2,,6.44x6.41x4,Excellent,Australia,Princess,Excellent,58.0,1,,8174.945,8174.945,12154.824166666667,0.4868386474363641,8174.945
8786,1.0,AGSL,SI1,F, ,64.5,,6.26x6.23x4.03,Excellent,DR Congo,Round,Good,54.0,1,,0.0,0.0,11060.989404761905,inf,0.0
8787,1.09,AGSL,VS2,I, ,62.8,False,6.56x6.53x4.11,Excellent,Canada,Round,Excellent,,1,,7631.9,7631.9,11492.45,0.5058438920845401,7631.9
8788,1.0,AGSL,SI1,E, ,,,6.18x6.25x3.99, ,Australia,Round, ,,3,,6590.540952380951,6590.540952380951,11047.440595238093,0.6762570288326646,6590.540952380951
8789,1.31,AGSL,SI2,J, ,62.4,,7.02x6.99x4.37,Excellent,Angola,Round,Excellent,58.0,4,,0.0,0.0,10026.95,inf,0.0
8790,1.01,,SI1,I, ,63.2,,6.33x6.39x4.02,Very good,South Africa,Asscher,Very good,56.0,3,,5544.344645909645,5544.344645909645,9205.65599025974,0.6603686419550483,5544.344645909645
8791,0.99,,SI1,E, ,63.9,,6.3x6.24x4.01,Excellent,Russia,Pear,Very good,56.0,3,,7050.0690476190475,7050.0690476190475,11796.015595238097,0.6731773143728079,7050.0690476190475
8792,1.05,AGSL,VS1,J, ,61.0,,6.5x6.54x3.98,Excellent,Other/Unknown,Round,Excellent,59.0,3,,5937.4,5937.4,9662.7,0.6274295146023514,5937.4
8793,1.32,AGSL,VS2,K, ,62.1,,7.06x7.03x4.38,Excellent,DR Congo,Princess,Excellent,56.0,3,,0.0,0.0,9142.25,inf,0.0
8794,1.13,GemEx,SI2,I, ,61.9,,6.66x6.69x4.13,Excellent,Russia,Round,Excellent,58.0,3,,5931.545714285716,5931.545714285716,10205.025952380951,0.7204665434513731,5931.545714285716
8795,1.27,AGSL,SI2,J, ,62.0,,6.96x6.94x4.31,Excellent,Russia,Round,Excellent,56.0,2,,6889.325,6889.325,11275.5,0.6366625177357724,6889.325
8796,0.9,,VS2,F, ,62.5,,6.1x6.13x3.82, ,Botswana,Round, ,55.0,2,,6783.391666666667,6783.391666666667,10200.075,0.5036836292562594,6783.391666666667
8797,1.11,AGSL,SI2,H, ,62.4,,6.58x6.62x4.12, ,Canada,Oval, ,,2,,6021.78,6021.78,8800.068333333335,0.4613732705833383,6021.78
8798,1.13,AGSL,SI2,G, ,62.8,False,6.61x6.65x4.17, ,Russia,Cushion, ,57.0,2,,8215.265984848485,8215.265984848485,12829.817331279834,0.5617044359783385,8215.265984848485
8799,1.03,AGSL,SI2,E, ,60.8,,6.54x6.5x3.97,Excellent,DR Congo,Uncut,Very good,58.0,4,,0.0,0.0,10841.725,inf,0.0
8800,1.07,AGSL,SI2,H, ,62.0,,6.54x6.56x4.06, ,Russia,Round, ,57.0,1,,6035.291666666666,6035.291666666666,10132.333333333332,0.6788473354643175,6035.291666666666
8801,1.22,GemEx,SI2,K,Excellent,59.4,,6.94x6.96x4.13,Very good,DR Congo,Round,Excellent,59.0,2,,0.0,0.0,7291.5,inf,0.0
8802,1.01,AGSL,SI1,H, ,59.4,,6.44x6.46x3.83,Excellent,Australia,Round,Very good,59.0,2,,8174.945,8174.945,12154.824166666667,0.4868386474363641,8174.945
8803,1.02,AGSL,VVS2,J, ,61.1,,6.46x6.5x3.96,Excellent,Botswana,Radiant,Excellent,59.0,2,,5520.223928571429,5520.223928571429,6605.205000000001,0.196546568665984,5520.223928571429
8804,1.2,GemEx,VS1,K, ,62.8,,6.71x6.8x4.24,Excellent,DR Congo,Round,Very good,58.0,1,,0.0,0.0,3231.95,inf,0.0
8805,1.01,AGSL,SI2,G, ,,,6.52x6.57x3.87,Very good,Botswana,Round,Very good,,3,,6695.076235390426,6695.076235390426,8777.977924722334,0.31110948047486175,6695.076235390426
8806,1.23,,VS1,L,Excellent,62.0,,6.87x6.89x4.27,Excellent,Canada,Princess,Excellent,,4,,6940.1,6940.1,8655.6,0.2471866399619602,6940.1
8807,1.14,AGSL,SI2,G, ,62.9,False,6.62x6.67x4.18, ,Botswana,Princess, ,56.0,3,,6545.3083333333325,6545.3083333333325,9955.125,0.5209558500554471,6545.3083333333325
8808,1.02,AGSL,SI1,H, ,,,6.28x6.32x4.09,Excellent,Botswana,Round,Excellent,57.0,2,,7422.38,7422.38,11381.791666666664,0.533442328022368,7422.38
8809,0.9,AGSL,VVS2,F, ,63.9,,6.09x6.03x3.87,Excellent,DR Congo,Round,Excellent,,2,,0.0,0.0,4498.8,inf,0.0
8810,0.9,AGSL,VVS2,F, ,,,6.07x6.04x3.88,Excellent,Angola,Princess,Excellent,57.0,1,,0.0,0.0,6013.516666666667,inf,0.0
8811,1.02,AGSL,SI2,E, ,62.6,,6.41x6.43x4.02, ,Russia,Round, ,57.0,3,,6972.635,6972.635,10809.327083333335,0.5502499533294565,6972.635
8812,1.09,AGSL,SI2,E, ,61.9,,6.57x6.61x4.08,Excellent,Russia,Round,Excellent,,3,,8587.95,8587.95,14494.4375,0.6877645421782845,8587.95
8813,1.01,AGSL,VS1,I, ,,,6.48x6.46x3.98,Excellent,Russia,Emerald,Excellent,59.0,2,,7035.63138888889,7035.63138888889,11223.833836580086,0.5952845190703806,7035.63138888889
8814,0.91,AGSL,VS2,G, ,,,6.17x6.21x3.87, ,DR Congo,Pear, ,,2,,0.0,0.0,5302.541666666668,inf,0.0
8815,1.0,AGSL,SI2,H,Excellent,,,6.44x6.48x3.96,Excellent,Russia,Radiant,Excellent,,3,,5521.857488275613,5521.857488275613,9300.395277777776,0.6842874517361257,5521.857488275613
8816,1.05,AGSL,SI2,H, ,62.5,,6.48x6.51x4.06,Excellent,Canada,Oval ,Excellent,,3,,5850.578333333334,5850.578333333334,9532.491666666667,0.6293246792980863,5850.578333333334
8817,1.4,AGSL,SI1,L, ,60.9,,7.19x7.21x4.38, ,Russia,Pear, ,60.0,2,,6495.6875,6495.6875,10680.521666666667,0.6442480748445284,6495.6875
8818,1.42,GemEx,VS2,K, ,,,7.17x7.14x4.49,Excellent,Australia,Round,Excellent,,1,,7721.4,7721.4,12684.45,0.6427655606496233,7721.4
8819,1.01,GemEx,VS1,G, ,65.4,False,6.12x6.28x4.06, ,Angola,Round, ,54.0,3,,0.0,0.0,11174.40666666667,inf,0.0
8820,1.21,AGSL,SI2,I, ,62.4,,6.77x6.8x4.24, ,Russia,Round, ,56.0,2,,6995.876666666667,6995.876666666667,11646.304761904763,0.6647384333397476,6995.876666666667
8821,1.4,AGSL,VS2,K, ,63.1,,7.12x7.05x4.47,Excellent,Russia,Round,Excellent,57.0,4,,7306.648809523809,7306.648809523809,11492.524523809525,0.5728858500534008,7306.648809523809
8822,1.08,AGSL,VS2,I, ,60.2,,6.64x6.7x4.02,Very good,Australia,Round,Very good,58.0,3,,7627.5,7627.5,11317.8,0.48381514257620445,7627.5
8823,1.2,AGSL,VVS2,J, ,62.6,,6.8x6.74x4.24,Excellent,Canada,Round,Excellent,,4,,6909.620238095239,6909.620238095239,10831.408333333333,0.5675837397858504,6909.620238095239
8824,1.35,,SI1,K, ,62.4,,7x7.05x4.38, ,DR Congo,Marquise, ,,3,,0.0,0.0,8628.7,inf,0.0
8825,1.5,AGSL,SI2,L, ,61.5,,7.34x7.36x4.52, ,Botswana,Asscher, ,59.0,4,,7807.4,7807.4,9139.55,0.17062658503471062,7807.4
8826,1.09,AGSL,SI2,F, ,,,6.57x6.6x4.09, ,Australia,Round, ,,3,,7530.274999999999,7530.274999999999,12513.544166666665,0.6617645659244406,7530.274999999999
