id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers
8665,1.21,AGSL,VS2,L, ,62.4,,6.81x6.79x4.24,Excellent,South Africa,Princess,Excellent,57.0,2,,5552.931666666667,5552.931666666667
8666,1.04,AGSL,SI2,J, ,62.6,,6.44x6.47x4.04,Excellent,Other/Unknown,Oval,Excellent,56.0,3,,4846.877023809523,0.0
8667,1.0,,SI2,E, ,65.4,,6.13x6.29x4.06, ,Russia,Asscher, ,55.0,2,,5935.813313492065,5935.813313492065
8668,1.02,AGSL,VVS2,K, ,60.3,,6.53x6.57x3.95, ,Russia,Emerald, ,61.0,2,,6990.5,6990.5
8669,0.96,AGSL,SI2,F, ,62.8,,6.31x6.25x3.94,Excellent,Canada,Radiant,Excellent,57.0,2,,6815.591666666666,6815.591666666666
8670,1.2,AGSL,VS2,L, ,60.6,False,6.9x6.97x4.2,Very good,South Africa,Round,Very good,59.0,2,,5401.25,5401.25
8671,0.85,AGSL,VS2,F, ,60.5,,6.12x6.17x3.71,Excellent,Botswana,Round,Very good,58.0,1,,5279.3,5279.3
8672,0.81,AGSL,VS1,D, ,63.9,,5.88x5.84x3.74,Excellent,South Africa,Round,Very good,56.0,2,,5927.785,5927.785
8673,1.01,AGSL,VS1,I, ,66.0,,6.12x6.18x4.06, ,DR Congo,Emerald, ,,3,,0.0,0.0
8674,1.01,AGSL,SI1,J, ,,,6.27x6.31x3.96,Excellent,Russia,Princess,Excellent,,2,,5261.18365079365,5261.18365079365
8675,1.07,AGSL,SI2,L, ,61.6,,6.64x6.59x4.08,Excellent,Botswana,Round,Good,,2,,3668.622619047619,0.0
8676,1.01,AGSL,VS2,J, ,60.7,,6.47x6.5x3.94, ,Australia,Round, ,61.0,1,,6316.121666666668,6316.121666666668
8677,0.91,AGSL,SI2,F, ,62.0,,6.18x6.2x3.84,Good,Russia,Round,Good,58.0,1,,4932.716666666666,0.0
8678,1.46,AGSL,VS2,M, ,,,7.29x7.33x4.49, ,Botswana,Oval, ,57.0,3,,8553.45,8553.45
8679,1.01,AGSL,SI2,I, ,64.3,,6.25x6.32x4.04, ,Canada,Round, ,59.0,2,,4982.462090548342,0.0
8680,1.05,GemEx,SI1,K, ,,,6.54x6.51x4.03,Excellent,Australia,Round,Excellent,57.0,1,,5299.65,5299.65
8681,1.02,AGSL,SI1,K,Good,64.0,,6.23x6.27x4,Very good,DR Congo,Oval ,Excellent,59.0,3,,0.0,0.0
8682,1.01,AGSL,SI1,I, ,61.4,False,6.45x6.42x3.95,Excellent,Canada,Round,Excellent,61.0,1,,5455.573869047619,5455.573869047619
8683,1.04,GemEx,SI1,J, ,62.7,,6.44x6.49x4.05, ,Australia,Round, ,57.0,4,,5467.9333333333325,5467.9333333333325
8684,1.01,AGSL,SI2,J,Good,64.0,,6.24x6.26x4,Very good,Canada,Round,Very good,61.0,2,,5119.312222222221,5119.312222222221
8685,1.01,AGSL,SI2,F, ,62.8,,6.41x6.37x4.01,Excellent,Botswana,Round,Very good,57.0,2,,5105.7575,5105.7575
8686,1.02,AGSL,SI1,I, ,,,6.53x6.5x3.93,Excellent,DR Congo,Round,Excellent,59.0,1,,0.0,0.0
8687,1.03,AGSL,SI2,I, ,61.8,,6.46x6.51x4.01, ,Canada,ROUND, ,,2,,5249.176190476191,5249.176190476191
8688,0.9,,VS1,H, ,61.0,,6.2x6.12x3.76,Very good,Russia,Round,Good,56.0,1,,5311.860952380952,5311.860952380952
8689,1.01,GemEx,SI2,G, ,60.2,,6.52x6.49x3.92,Very good,Canada,Pear,Excellent,,3,,4694.4820254745255,0.0
8690,1.0,GemEx,SI1,I, ,65.2,,6.21x6.15x4.02,Very good,Other/Unknown,Princess,Very good,57.0,3,,6516.199087301587,6516.199087301587
8691,1.22,AGSL,SI2,K, ,62.5,,6.8x6.85x4.27, ,Angola,Round, ,56.0,3,,0.0,0.0
8692,1.1,AGSL,SI1,J, ,60.5,False,6.69x6.66x4.04,Excellent,Russia,Round,Excellent,59.0,2,,6231.9125,6231.9125
8693,1.0,,VS2,J, ,61.4,,6.42x6.47x3.96, ,Canada,Pear, ,,1,,5809.903392857143,5809.903392857143
8694,1.3,,SI1,L, ,59.6,,7.13x7.09x4.24,Excellent,Botswana,Radiant,Excellent,60.0,2,,5313.083333333332,5313.083333333332
8695,0.9,AGSL,VVS2,H, ,62.1,,6.2x6.11x3.82,Excellent,Russia,Round,Good,,2,,5468.680833333334,5468.680833333334
8696,1.51,AGSL,VS2,M, ,63.1,,7.26x7.24x4.57,Excellent,Canada,ROUND,Excellent,56.0,3,,8772.841666666667,8772.841666666667
8697,1.01,AGSL,SI1,J,Good,65.3,,6.15x6.2x4.03,Very good,Russia,Asscher,Very good,,1,,5261.18365079365,5261.18365079365
8698,1.01,AGSL,SI2,H, ,59.1,,6.57x6.54x3.88,Excellent,Botswana,Marquise,Excellent,61.0,1,,5193.383926767676,5193.383926767676
8699,1.01,AGSL,SI2,H, ,60.3,,6.52x6.5x3.93,Excellent,Botswana,Emerald,Excellent,59.0,4,,5193.383926767676,5193.383926767676
8700,1.13,AGSL,VVS2,K, ,59.8,,6.75x6.77x4.04, ,Botswana,Marquise, ,61.0,1,,6148.4333333333325,6148.4333333333325
8701,1.2,AGSL,SI2,K, ,61.2,,6.81x6.82x4.17, ,Australia,Round, ,,2,,5600.525,5600.525
8702,1.12,AGSL,SI2,I, ,,,6.54x6.59x4.08, ,Russia,Round, ,,1,,5842.1475,5842.1475
8703,0.9,AGSL,VS2,G, ,60.8,,6.25x6.23x3.8,Excellent,DR Congo,Round,Excellent,60.0,1,,0.0,0.0
8704,1.01,AGSL,VS2,J, ,60.0,,6.51x6.52x3.91, ,Zimbabwe,Round, ,62.0,2,,0.0,0.0
8705,1.04,AGSL,SI1,J, ,62.4,,6.45x6.48x4.03, ,Botswana,Round, ,57.0,2,,5500.5575,5500.5575
8706,0.9,AGSL,SI1,G,Excellent,62.3,,6.15x6.2x3.85,Excellent,Canada,Marquise,Excellent,,1,,5001.828333333333,5001.828333333333
8707,0.9,AGSL,SI1,G,Very good,61.5,,6.14x6.17x3.79,Excellent,Russia,Asscher,Good,57.0,1,,4809.471666666666,0.0
8708,1.02,AGSL,SI2,H, ,60.2,,6.55x6.53x3.93,Excellent,Australia,Round,Excellent,59.0,2,,5032.829821428571,5032.829821428571
8709,1.01,AGSL,VVS1,L, ,62.0,,6.39x6.42x3.97,Excellent,Russia,Round,Excellent,60.0,3,,4654.9,0.0
8710,1.09,AGSL,VS2,J, ,59.7,,6.7x6.67x3.99,Excellent,Angola,Pear,Excellent,60.0,1,,0.0,0.0
8711,1.0,AGSL,SI2,H, ,59.8,,6.44x6.49x3.87,Very good,Russia,Round,Very good,64.0,2,,5521.857488275613,5521.857488275613
8712,1.1,AGSL,SI2,I, ,62.5,,6.57x6.6x4.12, ,Russia,Round, ,55.0,1,,5444.805,5444.805
8713,1.07,AGSL,I1,H, ,64.1,,6.42x6.47x4.13,Excellent,Russia,Round,Excellent,,3,,4946.75,0.0
8714,0.72,AGSL,VVS1,G, ,62.8,,5.75x5.72x3.6,Excellent,Australia,Asscher,Very good,57.0,3,,3893.188333333333,0.0
8715,0.9,,VS1,H, ,63.1,,6.02x6.12x3.83, ,Other/Unknown,Round, ,57.0,1,,5736.758333333332,5736.758333333332
8716,1.05,GemEx,SI2,J, ,62.5,,6.49x6.54x4.08, ,Botswana,Oval, ,57.0,3,,5819.211666666667,5819.211666666667
8717,0.9,GemEx,VS2,F, ,62.0,,6.16x6.2x3.83, ,Botswana,Round, ,56.0,2,,6783.391666666667,6783.391666666667
8718,1.19,AGSL,VVS2,K, ,59.2,,6.91x6.93x4.1,Excellent,Russia,Oval,Excellent,61.0,3,,6463.3,6463.3
8719,1.22,AGSL,VS2,K, ,61.8,False,6.89x6.87x4.25,Excellent,Australia,Round,Excellent,,2,,6263.866666666666,6263.866666666666
8720,0.8,AGSL,VS2,D, ,61.1,,5.96x6.01x3.66,Very good,Australia,Round,Very good,,1,,6459.975833333333,6459.975833333333
8721,1.01,AGSL,SI2,K, ,62.2,,6.3x6.26x3.91,Very good,DR Congo,Round,Very good,60.0,2,,0.0,0.0
8722,1.07,AGSL,SI2,H, ,62.4,,6.56x6.54x4.09,Excellent,Canada,Round,Excellent,,3,,5631.175,5631.175
8723,1.02,AGSL,SI2,I,Good,61.2,,6.29x6.32x3.86,Very good,DR Congo,Round,Very good,61.0,4,,0.0,0.0
8724,1.01,,SI1,I, ,,,6.43x6.4x4,Excellent,Canada,Radiant,Excellent,,3,,5455.573869047619,5455.573869047619
8725,1.03,AGSL,SI1,J, ,62.5,,6.43x6.47x4.03, ,DR Congo,Princess, ,57.0,4,,0.0,0.0
8726,1.16,AGSL,SI2,I, ,61.6,,6.72x6.77x4.15, ,DR Congo,Princess, ,,1,,0.0,0.0
8727,1.16,AGSL,VVS1,K, ,,,6.76x6.79x4.13, ,Canada,Round, ,,2,,5529.233333333333,5529.233333333333
8728,1.12,AGSL,VS2,J, ,61.6,,6.64x6.68x4.1, ,Russia,Round, ,59.0,2,,7177.55,7177.55
8729,1.01,AGSL,VS2,I, ,,,6.5x6.46x3.94,Excellent,Botswana,Round,Very good,63.0,1,,6644.245833333333,6644.245833333333
8730,1.01,AGSL,SI2,H, ,60.8,,6.45x6.46x3.93, ,Russia,Round, ,59.0,3,,5609.363547826657,5609.363547826657
8731,0.9,AGSL,VS1,G, ,62.7,,6.15x6.05x3.82,Excellent,Australia,Round,Good,61.0,1,,5945.811785714286,5945.811785714286
8732,1.21,AGSL,SI1,L,Very good,62.1,,6.8x6.83x4.23,Very good,Russia,Asscher,Good,58.0,4,,5448.566666666667,5448.566666666667
8733,1.04,AGSL,SI2,G, ,62.4,,6.5x6.46x4.04,Excellent,Russia,Emerald,Excellent,57.0,1,,6658.382499999999,6658.382499999999
8734,1.26,AGSL,SI2,K, ,60.4,,6.95x7x4.21, ,Other/Unknown,Round, ,59.0,1,,5684.45,5684.45
8735,1.2,AGSL,SI2,J, ,62.7,,6.77x6.69x4.22,Excellent,DR Congo,Round,Very good,56.0,2,,0.0,0.0
8736,1.17,AGSL,SI2,I, ,56.7,False,6.99x7.07x3.98,Good,South Africa,Round,Good,63.0,1,,6110.013333333333,6110.013333333333
8737,0.9,,SI1,D, ,63.8,,6.09x6.03x3.87,Excellent,Angola,Oval ,Very good,57.0,3,,0.0,0.0
8738,1.0,AGSL,SI1,G, ,64.9,,6.28x6.23x4.06,Excellent,Russia,Round,Very good,,4,,6857.451904761904,6857.451904761904
8739,1.16,,SI2,J, ,61.8,,6.69x6.74x4.15, ,Russia,Round, ,,2,,6184.469563492063,6184.469563492063
8740,1.04,AGSL,SI1,I, ,62.2,,6.49x6.51x4.05, ,Canada,Round, ,,3,,7484.072023809523,7484.072023809523
8741,1.11,AGSL,SI2,I, ,61.1,,6.63x6.68x4.06, ,Russia,Round, ,,4,,5621.800000000001,5621.800000000001
8742,1.11,AGSL,SI2,H, ,59.8,,6.76x6.74x4.03,Excellent,Russia,Princess,Excellent,60.0,2,,6300.308809523808,6300.308809523808
8743,1.05,GemEx,SI2,K, ,63.0,,6.44x6.43x4.06,Excellent,Canada,Emerald,Very good,58.0,1,,4604.2,0.0
8744,0.9,AGSL,VS1,G, ,,,6.15x6.13x3.8,Very good,Russia,Round,Good,56.0,1,,6214.399166666667,6214.399166666667
8745,1.05,AGSL,SI1,I, ,62.4,,6.52x6.48x4.05,Excellent,Other/Unknown,Pear,Excellent,57.0,3,,6798.391190476189,6798.391190476189
8746,1.12,AGSL,SI2,I, ,60.6,,6.75x6.8x4.11, ,Russia,Emerald, ,55.0,4,,5842.1475,5842.1475
8747,1.01,AGSL,SI1,I, ,59.5,,6.53x6.54x3.89, ,Russia,Emerald, ,,1,,5386.697261349763,5386.697261349763
8748,1.0,AGSL,SI1,F, ,60.4,,6.35x6.49x3.88, ,Russia,Round, ,52.0,1,,7475.610714285714,7475.610714285714
8749,1.04,AGSL,SI2,G, ,62.1,,6.47x6.49x4.02,Excellent,Angola,Round,Excellent,57.0,2,,0.0,0.0
8750,1.27,AGSL,VS2,K, ,,,6.88x6.93x4.31, ,Russia,Asscher, ,56.0,1,,7009.141666666666,7009.141666666666
8751,1.33,AGSL,SI1,L, ,,,7.04x7.08x4.32, ,Botswana,Round, ,,2,,5718.15,5718.15
8752,0.9,AGSL,VS2,G, ,62.0,True,6.16x6.17x3.82, ,Zimbabwe,Marquise, ,57.0,3,,0.0,0.0
8753,1.3,AGSL,SI2,K, ,61.7,,6.97x6.99x4.3, ,Australia,Round, ,59.0,2,,5636.1,5636.1
8754,1.02,AGSL,SI1,I, ,62.3,,6.4x6.44x4, ,Canada,Round, ,58.0,1,,6216.583452380952,6216.583452380952
8755,1.05,AGSL,VS2,J, ,62.1,,6.46x6.48x4.02,Excellent,Canada,Round,Excellent,57.0,1,,5854.0,5854.0
8756,1.0,AGSL,SI1,K, ,60.7,,6.42x6.38x3.89,Very good,DR Congo,Oval,Very good,62.0,3,,0.0,0.0
8757,1.3,AGSL,VS2,K, ,59.9,,7.12x7.08x4.25,Excellent,Australia,Round,Excellent,59.0,4,,6605.4591666666665,6605.4591666666665
8758,1.0,AGSL,IF,J, ,,,6.42x6.48x3.97,Excellent,Russia,Round,Excellent,58.0,2,,6056.56125,6056.56125
8759,1.07,AGSL,SI2,I, ,60.7,,6.62x6.64x4.02, ,Australia,Round, ,,3,,5706.643333333333,5706.643333333333
8760,1.17,AGSL,SI2,G, ,,False,6.71x6.72x4.18, ,South Africa,Round, ,,3,,7182.542222222222,7182.542222222222
8761,1.04,AGSL,VS2,H, ,66.1,,6.2x6.24x4.11, ,Russia,Princess, ,56.0,3,,8122.241547619047,8122.241547619047
8762,0.91,,VS1,F, ,,,6.08x6.04x3.9,Excellent,Botswana,Radiant,Very good,56.0,1,,6772.9958333333325,6772.9958333333325
8763,0.9,AGSL,VVS2,G, ,62.8,,6.14x6.12x3.85,Excellent,South Africa,Round,Very good,56.0,1,,6331.416666666668,6331.416666666668
8764,1.08,AGSL,VS2,J, ,61.8,,6.57x6.6x4.07, ,Australia,Marquise, ,58.0,2,,5799.4,5799.4
8765,1.11,AGSL,SI1,I, ,60.3,,6.72x6.68x4.04,Excellent,Russia,Round,Excellent,59.0,3,,8782.25,8782.25
8766,1.21,AGSL,VS1,K, ,61.9,False,6.82x6.83x4.23, ,DR Congo,Asscher, ,57.0,1,,0.0,0.0
8767,1.08,AGSL,SI1,I, ,60.3,,6.67x6.64x4.02,Excellent,Angola,Round,Excellent,,4,,0.0,0.0
8768,1.08,AGSL,VS1,J, ,,,6.53x6.57x4.11, ,Angola,Round, ,,4,,0.0,0.0
8769,0.9,AGSL,VS1,H, ,62.9,,6.12x6.16x3.86, ,Angola,Oval , ,56.0,2,,0.0,0.0
8770,1.2,AGSL,VS2,J, ,61.3,,6.83x6.77x4.17,Excellent,Australia,Round,Very good,63.0,3,,7021.354166666666,7021.354166666666
8771,1.2,AGSL,SI1,J, ,61.4,,6.84x6.8x4.19,Very good,Australia,Marquise,Very good,56.0,3,,6991.778809523809,6991.778809523809
8772,1.2,AGSL,SI1,J, ,61.6,False,6.81x6.79x4.19,Excellent,South Africa,Round,Excellent,57.0,2,,6881.103333333335,6881.103333333335
8773,1.11,AGSL,IF,K, ,61.7,,6.61x6.71x4.11,Excellent,Russia,Round,Very good,56.0,1,,5474.85,5474.85
8774,1.24,AGSL,VS2,L,Excellent,61.9,,6.9x6.92x4.28,Very good,Australia,Emerald,Very good,58.0,4,,5565.615000000002,5565.615000000002
8775,1.05,AGSL,SI2,G, ,59.9,,6.6x6.62x3.96,Excellent,Australia,Emerald,Excellent,,2,,6901.615000000002,6901.615000000002
8776,1.14,AGSL,SI2,I, ,61.9,,6.67x6.71x4.14, ,Russia,Pear, ,,1,,6054.805714285716,6054.805714285716
8777,1.21,,VS2,J, ,63.3,,6.75x6.72x4.27,Very good,South Africa,Round,Excellent,59.0,2,,7666.6,7666.6
8778,1.11,AGSL,SI1,J, ,62.1,False,6.6x6.64x4.11,Excellent,Angola,Round,Excellent,60.0,1,,0.0,0.0
8779,1.0,AGSL,SI2,F, ,62.3,,6.34x6.37x3.95,Very good,DR Congo,Oval,Excellent,,2,,0.0,0.0
8780,1.12,AGSL,SI2,G, ,61.7,,6.66x6.7x4.12, ,Botswana,Emerald, ,56.0,3,,6846.575,6846.575
8781,1.03,GemEx,VVS1,J, ,61.6,False,6.5x6.51x4.01, ,Canada,Marquise, ,59.0,3,,5778.670238095237,5778.670238095237
8782,1.0,AGSL,VS2,K, ,62.7,,6.25x6.2x3.9,Excellent,Russia,Round,Very good,60.0,4,,3744.9266666666663,0.0
8783,1.01,AGSL,SI2,F, ,59.8,,6.52x6.54x3.91,Excellent,Australia,Round,Excellent,60.0,1,,6941.518075396825,6941.518075396825
8784,1.7,AGSL,SI2,M, ,,,7.66x7.61x4.7,Very good,Australia,Princess,Excellent,61.0,3,,9261.1,9261.1
8785,1.01,AGSL,SI1,H, ,62.2,,6.44x6.41x4,Excellent,Australia,Princess,Excellent,58.0,1,,8174.945,8174.945
8786,1.0,AGSL,SI1,F, ,64.5,,6.26x6.23x4.03,Excellent,DR Congo,Round,Good,54.0,1,,0.0,0.0
8787,1.09,AGSL,VS2,I, ,62.8,False,6.56x6.53x4.11,Excellent,Canada,Round,Excellent,,1,,7631.9,7631.9
8788,1.0,AGSL,SI1,E, ,,,6.18x6.25x3.99, ,Australia,Round, ,,3,,6590.540952380951,6590.540952380951
8789,1.31,AGSL,SI2,J, ,62.4,,7.02x6.99x4.37,Excellent,Angola,Round,Excellent,58.0,4,,0.0,0.0
8790,1.01,,SI1,I, ,63.2,,6.33x6.39x4.02,Very good,South Africa,Asscher,Very good,56.0,3,,5544.344645909645,5544.344645909645
8791,0.99,,SI1,E, ,63.9,,6.3x6.24x4.01,Excellent,Russia,Pear,Very good,56.0,3,,7050.0690476190475,7050.0690476190475
8792,1.05,AGSL,VS1,J, ,61.0,,6.5x6.54x3.98,Excellent,Other/Unknown,Round,Excellent,59.0,3,,5937.4,5937.4
8793,1.32,AGSL,VS2,K, ,62.1,,7.06x7.03x4.38,Excellent,DR Congo,Princess,Excellent,56.0,3,,0.0,0.0
8794,1.13,GemEx,SI2,I, ,61.9,,6.66x6.69x4.13,Excellent,Russia,Round,Excellent,58.0,3,,5931.545714285716,5931.545714285716
8795,1.27,AGSL,SI2,J, ,62.0,,6.96x6.94x4.31,Excellent,Russia,Round,Excellent,56.0,2,,6889.325,6889.325
8796,0.9,,VS2,F, ,62.5,,6.1x6.13x3.82, ,Botswana,Round, ,55.0,2,,6783.391666666667,6783.391666666667
8797,1.11,AGSL,SI2,H, ,62.4,,6.58x6.62x4.12, ,Canada,Oval, ,,2,,6021.78,6021.78
8798,1.13,AGSL,SI2,G, ,62.8,False,6.61x6.65x4.17, ,Russia,Cushion, ,57.0,2,,8215.265984848485,8215.265984848485
8799,1.03,AGSL,SI2,E, ,60.8,,6.54x6.5x3.97,Excellent,DR Congo,Uncut,Very good,58.0,4,,0.0,0.0
8800,1.07,AGSL,SI2,H, ,62.0,,6.54x6.56x4.06, ,Russia,Round, ,57.0,1,,6035.291666666666,6035.291666666666
8801,1.22,GemEx,SI2,K,Excellent,59.4,,6.94x6.96x4.13,Very good,DR Congo,Round,Excellent,59.0,2,,0.0,0.0
8802,1.01,AGSL,SI1,H, ,59.4,,6.44x6.46x3.83,Excellent,Australia,Round,Very good,59.0,2,,8174.945,8174.945
8803,1.02,AGSL,VVS2,J, ,61.1,,6.46x6.5x3.96,Excellent,Botswana,Radiant,Excellent,59.0,2,,5520.223928571429,5520.223928571429
8804,1.2,GemEx,VS1,K, ,62.8,,6.71x6.8x4.24,Excellent,DR Congo,Round,Very good,58.0,1,,0.0,0.0
8805,1.01,AGSL,SI2,G, ,,,6.52x6.57x3.87,Very good,Botswana,Round,Very good,,3,,6695.076235390426,6695.076235390426
8806,1.23,,VS1,L,Excellent,62.0,,6.87x6.89x4.27,Excellent,Canada,Princess,Excellent,,4,,6940.1,6940.1
8807,1.14,AGSL,SI2,G, ,62.9,False,6.62x6.67x4.18, ,Botswana,Princess, ,56.0,3,,6545.3083333333325,6545.3083333333325
8808,1.02,AGSL,SI1,H, ,,,6.28x6.32x4.09,Excellent,Botswana,Round,Excellent,57.0,2,,7422.38,7422.38
8809,0.9,AGSL,VVS2,F, ,63.9,,6.09x6.03x3.87,Excellent,DR Congo,Round,Excellent,,2,,0.0,0.0
8810,0.9,AGSL,VVS2,F, ,,,6.07x6.04x3.88,Excellent,Angola,Princess,Excellent,57.0,1,,0.0,0.0
8811,1.02,AGSL,SI2,E, ,62.6,,6.41x6.43x4.02, ,Russia,Round, ,57.0,3,,6972.635,6972.635
8812,1.09,AGSL,SI2,E, ,61.9,,6.57x6.61x4.08,Excellent,Russia,Round,Excellent,,3,,8587.95,8587.95
8813,1.01,AGSL,VS1,I, ,,,6.48x6.46x3.98,Excellent,Russia,Emerald,Excellent,59.0,2,,7035.63138888889,7035.63138888889
8814,0.91,AGSL,VS2,G, ,,,6.17x6.21x3.87, ,DR Congo,Pear, ,,2,,0.0,0.0
8815,1.0,AGSL,SI2,H,Excellent,,,6.44x6.48x3.96,Excellent,Russia,Radiant,Excellent,,3,,5521.857488275613,5521.857488275613
8816,1.05,AGSL,SI2,H, ,62.5,,6.48x6.51x4.06,Excellent,Canada,Oval ,Excellent,,3,,5850.578333333334,5850.578333333334
8817,1.4,AGSL,SI1,L, ,60.9,,7.19x7.21x4.38, ,Russia,Pear, ,60.0,2,,6495.6875,6495.6875
8818,1.42,GemEx,VS2,K, ,,,7.17x7.14x4.49,Excellent,Australia,Round,Excellent,,1,,7721.4,7721.4
8819,1.01,GemEx,VS1,G, ,65.4,False,6.12x6.28x4.06, ,Angola,Round, ,54.0,3,,0.0,0.0
8820,1.21,AGSL,SI2,I, ,62.4,,6.77x6.8x4.24, ,Russia,Round, ,56.0,2,,6995.876666666667,6995.876666666667
8821,1.4,AGSL,VS2,K, ,63.1,,7.12x7.05x4.47,Excellent,Russia,Round,Excellent,57.0,4,,7306.648809523809,7306.648809523809
8822,1.08,AGSL,VS2,I, ,60.2,,6.64x6.7x4.02,Very good,Australia,Round,Very good,58.0,3,,7627.5,7627.5
8823,1.2,AGSL,VVS2,J, ,62.6,,6.8x6.74x4.24,Excellent,Canada,Round,Excellent,,4,,6909.620238095239,6909.620238095239
8824,1.35,,SI1,K, ,62.4,,7x7.05x4.38, ,DR Congo,Marquise, ,,3,,0.0,0.0
8825,1.5,AGSL,SI2,L, ,61.5,,7.34x7.36x4.52, ,Botswana,Asscher, ,59.0,4,,7807.4,7807.4
8826,1.09,AGSL,SI2,F, ,,,6.57x6.6x4.09, ,Australia,Round, ,,3,,7530.274999999999,7530.274999999999
8827,1.18,AGSL,SI2,I, ,62.3,,6.76x6.77x4.21,Excellent,Botswana,Marquise,Excellent,57.0,3,,6305.37,6305.37
8828,1.16,AGSL,SI1,F, ,61.4,,6.74x6.78x4.15,Excellent,Russia,ROUND,Excellent,,2,,9043.814166666667,9043.814166666667
8829,1.26,AGSL,VS2,J, ,62.5,,6.89x6.86x4.3,Excellent,South Africa,Oval,Excellent,57.0,4,,8346.925,8346.925
8830,1.41,AGSL,VVS2,L, ,61.9,,7.15x7.19x4.44, ,Russia,Round, ,59.0,2,,6955.0,6955.0
8831,0.91,AGSL,VS2,E, ,,,6.21x6.24x3.8, ,Russia,Round, ,60.0,2,,6197.1,6197.1
8832,1.51,AGSL,VS2,L, ,62.5,,7.36x7.28x4.58,Very good,DR Congo,Uncut,Very good,56.0,2,,0.0,0.0
8833,1.0,AGSL,VVS1,I, ,62.1,,6.43x6.45x4, ,Botswana,Round, ,,4,,6867.096666666666,6867.096666666666
8834,1.54,GemEx,VS2,L, ,58.0,,7.63x7.6x4.42,Excellent,Russia,Oval,Excellent,62.0,2,,7415.725,7415.725
8835,1.5,AGSL,SI1,L, ,62.8,,7.3x7.21x4.56,Excellent,Botswana,Round,Very good,57.0,2,,7971.533333333334,7971.533333333334
8836,1.01,,SI1,G, ,61.0,,6.43x6.48x3.94,Good,Russia,Round,Good,,3,,6905.310362554115,6905.310362554115
8837,1.01,AGSL,VS1,I, ,60.1,,6.47x6.52x3.9, ,Russia,Radiant, ,60.0,4,,7035.63138888889,7035.63138888889
8838,1.21,AGSL,VS2,I, ,,,6.98x6.93x4.15,Very good,Angola,Round,Good,57.0,2,,0.0,0.0
8839,1.08,AGSL,VS1,J, ,62.4,,6.56x6.61x4.11,Excellent,Canada,Oval,Excellent,55.0,3,,6050.9,6050.9
8840,1.3,AGSL,SI1,J, ,62.3,,7.03x7x4.37,Excellent,Russia,Round,Excellent,55.0,3,,8032.189484126985,8032.189484126985
8841,1.3,AGSL,SI1,J, ,62.6,,7x6.96x4.37,Excellent,Angola,Oval,Excellent,55.0,2,,0.0,0.0
8842,1.3,,SI1,J, ,,,7.12x7.09x4.24,Excellent,Canada,Round,Excellent,60.0,1,,7273.938095238096,7273.938095238096
8843,1.36,AGSL,VVS2,K, ,62.2,False,7.06x7.09x4.4, ,Botswana,Emerald, ,,1,,6947.5633333333335,6947.5633333333335
8844,1.22,AGSL,SI2,H, ,62.8,False,6.82x6.8x4.28,Excellent,South Africa,Round,Excellent,,4,,7592.4000000000015,7592.4000000000015
8845,1.0,AGSL,VS2,H, ,62.5,,6.33x6.37x3.97,Excellent,Russia,Emerald,Good,60.0,2,,6791.625,6791.625
8846,1.33,AGSL,SI2,J, ,62.9,,7.01x6.98x4.4,Excellent,Canada,Round,Excellent,,2,,7845.333333333332,7845.333333333332
8847,1.0,GemEx,SI2,E,Good,63.3,,6.24x6.28x3.96,Very good,Russia,Princess,Very good,61.0,4,,5935.813313492065,5935.813313492065
8848,1.0,AGSL,SI1,H,Good,,,6.28x6.32x3.96,Very good,Angola,Emerald,Good,59.0,4,,0.0,0.0
8849,1.2,AGSL,SI1,I, ,60.7,,6.88x6.84x4.17,Excellent,Russia,Emerald,Excellent,59.0,2,,8069.016666666666,8069.016666666666
8850,1.26,AGSL,VS1,J, ,60.6,,7.01x6.98x4.24,Excellent,DR Congo,Princess,Excellent,59.0,4,,0.0,0.0
8851,1.01,AGSL,SI1,H,Good,63.8,,6.16x6.24x3.96,Very good,Australia,Princess,Good,,2,,8174.945,8174.945
8852,1.01,AGSL,SI2,F, ,62.4,,6.41x6.44x4.01,Excellent,Russia,Round,Excellent,,3,,6524.236931818184,6524.236931818184
8853,1.01,AGSL,SI2,F, ,60.8,,6.41x6.44x3.91,Excellent,Botswana,Emerald,Very good,61.0,2,,5105.7575,5105.7575
8854,1.4,AGSL,VS2,K, ,60.2,,7.23x7.24x4.35, ,Russia,Round, ,60.0,2,,7306.648809523809,7306.648809523809
8855,1.01,AGSL,SI2,F,Excellent,,,6.39x6.45x3.97,Excellent,Botswana,Oval,Very good,56.0,4,,5105.7575,5105.7575
8856,1.0,AGSL,SI1,H,Very good,62.8,,6.28x6.31x3.96,Good,Botswana,Round,Good,56.0,2,,6504.602222222223,6504.602222222223
8857,1.42,AGSL,VS1,L, ,59.8,,7.33x7.3x4.37,Excellent,DR Congo,Round,Excellent,60.0,3,,0.0,0.0
8858,1.41,AGSL,VS2,K, ,60.0,False,7.24x7.28x4.36, ,DR Congo,Radiant, ,60.0,2,,0.0,0.0
8859,1.2,AGSL,SI2,G, ,59.7,,6.92x6.88x4.12,Excellent,Russia,Round,Excellent,60.0,3,,8129.724566479273,8129.724566479273
